100	 135.353550
1100	 266.855560
2100	 715.777580
3100	 880.001440
4100	 1076.391140
5100	 1330.988930
6100	 1593.907800
7100	 1645.676820
8100	 1645.734750
9100	 1857.557390
10100	 2034.460350
11100	 2244.656610
12100	 2437.014450
13100	 2284.031860
14100	 2462.361130
15100	 2626.736660
16100	 2781.152080
17100	 2963.892460
18100	 3120.839490
19100	 4023.375990
20100	 4556.752090
21100	 4899.691170
22100	 4041.239000
23100	 3959.367120
24100	 4127.292080
25100	 4281.080060
26100	 4494.366920
27100	 4659.313350
28100	 4796.259530
29100	 4979.790180
30100	 5125.672480
31100	 5324.268190
32100	 5546.198560
33100	 5840.612300
34100	 6032.535360
35100	 5985.943100
36100	 6227.546250
37100	 6325.484100
38100	 6620.158390
39100	 6780.690320
40100	 6905.593500
41100	 7086.231420
42100	 7186.429190
43100	 7468.843760
44100	 8202.023620
45100	 8271.294520
46100	 8156.474550
47100	 8297.941470
48100	 8703.800480
49100	 8702.455260
50100	 8885.665720
51100	 9089.895120
52100	 9283.815530
53100	 9521.987140
54100	 9804.431380
55100	 9981.761620
56100	 10097.138500
57100	 10382.734750
58100	 10562.136290
59100	 10763.116230
60100	 11033.721530
61100	 11175.314500
62100	 11503.172630
63100	 11618.176480
64100	 12062.866140
65100	 12683.069060
66100	 12549.121530
67100	 13167.257440
68100	 13036.722720
69100	 13082.190590
70100	 13360.257010
71100	 13540.087150
72100	 13751.963260
73100	 13813.743210
74100	 14220.780650
75100	 14388.541020
76100	 14497.942340
77100	 14647.045830
78100	 15100.295590
79100	 15107.003250
80100	 15217.305300
81100	 15518.064250
82100	 16706.135520
83100	 18545.574080
84100	 18840.633210
85100	 18758.907150
86100	 19002.718970
87100	 19440.188630
88100	 19315.330590
89100	 19463.611940
90100	 19815.950670
91100	 20256.095170
92100	 20242.913310
93100	 20540.116820
94100	 20681.678790
95100	 20841.492010
96100	 21207.928600
97100	 21651.902910
98100	 21489.919500
99100	 21827.009980
