100	 82.007800
1100	 62.423820
2100	 64.521490
3100	 71.307240
4100	 73.989610
5100	 74.545400
6100	 72.762140
7100	 71.192270
8100	 68.852830
9100	 67.610880
10100	 64.614830
11100	 67.175980
12100	 66.040840
13100	 66.150310
14100	 68.726790
15100	 69.121940
16100	 69.998220
17100	 70.114680
18100	 70.427750
19100	 70.958180
20100	 71.184630
21100	 71.278090
22100	 71.639080
23100	 72.173960
24100	 72.738610
25100	 72.977430
26100	 73.446980
27100	 73.416550
28100	 73.567270
29100	 74.073400
30100	 74.212280
31100	 74.087550
32100	 74.654960
33100	 74.552260
34100	 74.798810
35100	 74.796300
36100	 75.579890
37100	 75.725110
38100	 75.880680
39100	 75.957230
40100	 75.991390
41100	 76.291360
42100	 76.412290
43100	 76.766240
44100	 76.807090
45100	 76.826150
46100	 77.508780
47100	 77.467660
48100	 78.308800
49100	 78.086170
50100	 78.059780
51100	 78.174520
52100	 78.455500
53100	 78.561330
54100	 78.896310
55100	 79.757650
56100	 79.053560
57100	 78.891120
58100	 79.523610
59100	 79.078780
60100	 79.321810
61100	 79.530090
62100	 79.333380
63100	 80.079610
64100	 80.004910
65100	 79.667150
66100	 79.764330
67100	 79.849730
68100	 80.272430
69100	 80.556540
70100	 86.341780
71100	 80.678220
72100	 80.826970
73100	 80.619980
74100	 81.069560
75100	 81.051770
76100	 81.211720
77100	 81.609140
78100	 81.159300
79100	 81.611620
80100	 81.649850
81100	 81.940060
82100	 81.857090
83100	 81.910460
84100	 81.826840
85100	 82.547130
86100	 82.170480
87100	 82.455850
88100	 82.405490
89100	 82.571370
90100	 82.896500
91100	 83.299360
92100	 84.450850
93100	 82.752720
94100	 82.971100
95100	 83.119760
96100	 83.323090
97100	 83.378750
98100	 83.975730
99100	 83.650180
100100	 83.552860
101100	 84.489210
102100	 83.968750
103100	 83.827520
104100	 83.898120
105100	 84.417050
106100	 84.449510
107100	 85.305510
108100	 84.192480
109100	 84.235100
110100	 84.001370
111100	 84.516890
112100	 84.630440
113100	 84.707350
114100	 85.052710
115100	 84.466660
116100	 84.887770
117100	 84.915430
118100	 85.115110
119100	 84.626920
120100	 85.427610
121100	 84.985230
122100	 85.855610
123100	 85.204420
124100	 85.717760
125100	 85.580860
126100	 85.454290
127100	 86.248490
128100	 85.153910
129100	 85.980400
130100	 85.828650
131100	 89.520140
132100	 85.920790
133100	 85.655370
134100	 85.593730
135100	 85.799310
136100	 85.793580
137100	 86.881740
138100	 86.618520
139100	 86.216120
140100	 86.207620
141100	 87.383620
142100	 87.012640
143100	 86.585670
144100	 86.563690
145100	 86.363110
146100	 86.837340
147100	 86.593100
148100	 86.834380
149100	 86.520110
150100	 87.098520
151100	 87.047980
152100	 86.760080
153100	 87.255560
154100	 87.077490
155100	 87.026730
156100	 87.864330
157100	 87.803470
158100	 88.150800
159100	 88.166660
160100	 87.489210
161100	 87.889910
162100	 88.499340
