10       300.000000
20       179.000000
30       161.000000
40       171.000000
50       170.000000
60       171.000000
70       183.000000
80       244.000000
90       141.000000
100      186.000000
110      226.000000
120      226.000000
130      139.000000
140      137.000000
150      140.000000
160      141.000000
170      141.000000
180      140.000000
190      140.000000
200      140.000000
210      140.000000
220      140.000000
230      140.000000
240      140.000000
250      141.000000
260      141.000000
270      141.000000
280      139.000000
290      140.000000
300      141.000000
310      130.000000
320      130.000000
330      130.000000
340      130.000000
350      129.000000
360      117.000000
370      131.000000
380      130.000000
390      131.000000
400      131.000000
410      130.000000
420      131.000000
430      131.000000
440      145.000000
450      134.000000
460      137.000000
470      142.000000
480      141.000000
490      141.000000
500      141.000000
510      139.000000
520      141.000000
530      130.000000
540      139.000000
550      142.000000
560      141.000000
570      141.000000
580      139.000000
590      141.000000
600      140.000000
610      140.000000
620      141.000000
630      143.000000
640      143.000000
650      141.000000
660      140.000000
670      139.000000
680      140.000000
690      142.000000
700      154.000000
710      154.000000
720      154.000000
730      155.000000
740      155.000000
750      153.000000
760      153.000000
770      163.000000
780      167.000000
790      157.000000
800      154.000000
810      156.000000
820      155.000000
830      155.000000
840      154.000000
850      153.000000
860      154.000000
870      154.000000
880      147.000000
890      154.000000
900      155.000000
910      145.000000
920      154.000000
930      155.000000
940      156.000000
950      154.000000
960      156.000000
970      155.000000
980      155.000000
990      156.000000
1000     143.000000
