10       224.000000
20       241.000000
30       181.000000
40       222.000000
50       262.000000
60       305.000000
70       362.000000
80       390.000000
90       427.000000
100      494.000000
110      535.000000
120      577.000000
130      617.000000
140      659.000000
150      703.000000
160      744.000000
170      787.000000
180      836.000000
190      878.000000
200      922.000000
210      960.000000
220      1003.000000
230      1049.000000
240      1087.000000
250      1134.000000
260      1172.000000
270      1209.000000
280      1259.000000
290      1292.000000
300      1351.000000
310      1381.000000
320      1517.000000
330      1586.000000
340      1628.000000
350      1675.000000
360      1725.000000
370      1767.000000
380      1813.000000
390      1858.000000
400      1905.000000
410      1950.000000
420      1993.000000
430      2046.000000
440      2087.000000
450      2310.000000
460      2400.000000
470      2278.000000
480      2336.000000
490      2310.000000
500      2596.000000
510      2643.000000
520      2694.000000
530      2744.000000
540      2828.000000
550      2881.000000
560      2894.000000
570      2944.000000
580      2997.000000
590      3044.000000
600      3094.000000
610      3146.000000
620      3194.000000
630      3244.000000
640      3294.000000
650      3347.000000
660      3407.000000
670      3443.000000
680      3495.000000
690      3544.000000
700      3594.000000
710      3649.000000
720      3695.000000
730      3750.000000
740      3797.000000
750      3847.000000
760      3900.000000
770      4316.000000
780      4442.000000
790      4050.000000
800      4105.000000
810      4163.000000
820      4203.000000
830      4261.000000
840      4314.000000
850      4365.000000
860      4414.000000
870      4452.000000
880      4512.000000
890      4558.000000
900      4621.000000
910      4661.000000
920      4718.000000
930      4762.000000
940      4815.000000
950      4864.000000
960      4922.000000
970      4976.000000
980      5024.000000
990      5078.000000
1000     5125.000000
